"Year" "Month" "PDO"
"1" 1881 "Jan" -0.2476481
"2" 1881 "Feb" 0.07226241
"3" 1881 "Mar" 0.2226011
"4" 1881 "April" 0.3016303
"5" 1881 "May" 0.7251825
"6" 1881 "June" 0.3591
"7" 1881 "Jul" -1.617581
"8" 1881 "Aug" -2.203218
"9" 1881 "Sept" 0.2856073
"10" 1881 "Oct" 0.3743635
"11" 1881 "Nov" 0.1499795
"12" 1881 "Dec" -0.6916665
"13" 1882 "Jan" -1.935507
"14" 1882 "Feb" -1.732692
"15" 1882 "Mar" -1.478169
"16" 1882 "April" -1.41996
"17" 1882 "May" -1.242405
"18" 1882 "June" -1.603991
"19" 1882 "Jul" -3.028176
"20" 1882 "Aug" -1.051229
"21" 1882 "Sept" -0.640045
"22" 1882 "Oct" -1.211675
"23" 1882 "Nov" -0.925589
"24" 1882 "Dec" -0.0777721
"25" 1883 "Jan" -1.479828
"26" 1883 "Feb" -1.38265
"27" 1883 "Mar" -1.205222
"28" 1883 "April" -0.393974
"29" 1883 "May" -0.518917
"30" 1883 "June" -0.581168
"31" 1883 "Jul" -2.102643
"32" 1883 "Aug" -1.685765
"33" 1883 "Sept" -0.889798
"34" 1883 "Oct" -0.994483
"35" 1883 "Nov" -0.9539285
"36" 1883 "Dec" -1.736007
"37" 1884 "Jan" -2.009711
"38" 1884 "Feb" -2.192711
"39" 1884 "Mar" -1.195446
"40" 1884 "April" -0.642383
"41" 1884 "May" 0.5346705
"42" 1884 "June" 0.858991
"43" 1884 "Jul" 1.084458
"44" 1884 "Aug" 0.9393405
"45" 1884 "Sept" 0.6113065
"46" 1884 "Oct" 1.424045
"47" 1884 "Nov" 2.112065
"48" 1884 "Dec" 2.575587
"49" 1885 "Jan" 2.379076
"50" 1885 "Feb" 1.465989
"51" 1885 "Mar" 2.100833
"52" 1885 "April" 1.846131
"53" 1885 "May" 1.317596
"54" 1885 "June" 0.1123322
"55" 1885 "Jul" -0.09438205
"56" 1885 "Aug" 0.41699
"57" 1885 "Sept" 0.1858189
"58" 1885 "Oct" 0.1756437
"59" 1885 "Nov" -0.02582989
"60" 1885 "Dec" 0.0886445
"61" 1886 "Jan" -0.3593695
"62" 1886 "Feb" 0.5546275
"63" 1886 "Mar" -0.4014605
"64" 1886 "April" 0.6917015
"65" 1886 "May" 0.2234334
"66" 1886 "June" -0.7491155
"67" 1886 "Jul" 0.0775138
"68" 1886 "Aug" 0.1863936
"69" 1886 "Sept" 0.007496825
"70" 1886 "Oct" -1.161276
"71" 1886 "Nov" -2.535089
"72" 1886 "Dec" -1.702904
"73" 1887 "Jan" -1.204518
"74" 1887 "Feb" -1.542432
"75" 1887 "Mar" -1.790579
"76" 1887 "April" -1.493709
"77" 1887 "May" -0.465612
"78" 1887 "June" 0.3418632
"79" 1887 "Jul" 1.578892
"80" 1887 "Aug" -0.7865445
"81" 1887 "Sept" -2.049663
"82" 1887 "Oct" -1.485365
"83" 1887 "Nov" -1.096536
"84" 1887 "Dec" -1.165202
"85" 1888 "Jan" -1.224331
"86" 1888 "Feb" -0.2015349
"87" 1888 "Mar" 0.05007485
"88" 1888 "April" 0.1192128
"89" 1888 "May" 1.250126
"90" 1888 "June" 1.435182
"91" 1888 "Jul" 1.488658
"92" 1888 "Aug" 1.349271
"93" 1888 "Sept" 1.294027
"94" 1888 "Oct" 0.805329
"95" 1888 "Nov" 0.719376
"96" 1888 "Dec" 0.3421684
"97" 1889 "Jan" 0.2546723
"98" 1889 "Feb" 0.0843066
"99" 1889 "Mar" 0.5853855
"100" 1889 "April" 1.384016
"101" 1889 "May" 1.581818
"102" 1889 "June" 1.457606
"103" 1889 "Jul" 0.5525975
"104" 1889 "Aug" -0.894803
"105" 1889 "Sept" -1.233638
"106" 1889 "Oct" -0.5234215
"107" 1889 "Nov" 1.204084
"108" 1889 "Dec" 0.02586136
"109" 1890 "Jan" -0.7208985
"110" 1890 "Feb" -1.070997
"111" 1890 "Mar" -1.44263
"112" 1890 "April" -0.9932615
"113" 1890 "May" -1.331645
"114" 1890 "June" -3.086349
"115" 1890 "Jul" -1.082644
"116" 1890 "Aug" -0.721756
"117" 1890 "Sept" 1.518293
"118" 1890 "Oct" -0.38493
"119" 1890 "Nov" -0.834232
"120" 1890 "Dec" -1.611467
"121" 1891 "Jan" -0.7051625
"122" 1891 "Feb" -1.101205
"123" 1891 "Mar" -0.8369235
"124" 1891 "April" -0.4310425
"125" 1891 "May" 0.9150855
"126" 1891 "June" 1.108797
"127" 1891 "Jul" 1.042884
"128" 1891 "Aug" 0.5124525
"129" 1891 "Sept" 0.2883566
"130" 1891 "Oct" 0.90811
"131" 1891 "Nov" 0.0682346
"132" 1891 "Dec" -0.2001801
"133" 1892 "Jan" -1.374516
"134" 1892 "Feb" -1.483423
"135" 1892 "Mar" -1.081654
"136" 1892 "April" -1.505441
"137" 1892 "May" -2.942293
"138" 1892 "June" -2.366388
"139" 1892 "Jul" -2.316874
"140" 1892 "Aug" -3.033863
"141" 1892 "Sept" -2.728712
"142" 1892 "Oct" -2.757192
"143" 1892 "Nov" -2.763432
"144" 1892 "Dec" -1.610465
"145" 1893 "Jan" -1.155563
"146" 1893 "Feb" -1.099115
"147" 1893 "Mar" -0.870408
"148" 1893 "April" -1.888183
"149" 1893 "May" -2.731939
"150" 1893 "June" -2.421331
"151" 1893 "Jul" -2.327798
"152" 1893 "Aug" -0.8478225
"153" 1893 "Sept" -0.485457
"154" 1893 "Oct" -0.6750695
"155" 1893 "Nov" -0.7940205
"156" 1893 "Dec" -1.836149
"157" 1894 "Jan" -1.972656
"158" 1894 "Feb" -2.350908
"159" 1894 "Mar" -3.266092
"160" 1894 "April" -3.280613
"161" 1894 "May" -3.63867
"162" 1894 "June" -3.023695
"163" 1894 "Jul" -3.260124
"164" 1894 "Aug" -2.087316
"165" 1894 "Sept" -2.128378
"166" 1894 "Oct" -2.712671
"167" 1894 "Nov" -3.67248
"168" 1894 "Dec" -1.659284
"169" 1895 "Jan" -1.335082
"170" 1895 "Feb" -0.902503
"171" 1895 "Mar" -0.6788985
"172" 1895 "April" -0.9271221
"173" 1895 "May" -0.4472545
"174" 1895 "June" -0.8246385
"175" 1895 "Jul" 0.1912999
"176" 1895 "Aug" -0.2658302
"177" 1895 "Sept" -1.346853
"178" 1895 "Oct" -1.010341
"179" 1895 "Nov" -1.402114
"180" 1895 "Dec" -0.5428115
"181" 1896 "Jan" 0.1307145
"182" 1896 "Feb" 0.0529102
"183" 1896 "Mar" -0.3374574
"184" 1896 "April" -0.922208
"185" 1896 "May" -1.199205
"186" 1896 "June" -0.6566175
"187" 1896 "Jul" -0.2521463
"188" 1896 "Aug" 0.063805
"189" 1896 "Sept" 1.13155
"190" 1896 "Oct" -0.02660133
"191" 1896 "Nov" -0.1307075
"192" 1896 "Dec" 0.1008354
"193" 1897 "Jan" 0.4138155
"194" 1897 "Feb" -0.172012
"195" 1897 "Mar" -0.6058255
"196" 1897 "April" -0.0674499
"197" 1897 "May" 0.6127835
"198" 1897 "June" 0.8870925
"199" 1897 "Jul" 0.68418
"200" 1897 "Aug" 0.0438095
"201" 1897 "Sept" -0.8491245
"202" 1897 "Oct" -0.0468671
"203" 1897 "Nov" 0.2523927
"204" 1897 "Dec" -0.299691
"205" 1898 "Jan" -0.02001104
"206" 1898 "Feb" -0.411278
"207" 1898 "Mar" -0.881181
"208" 1898 "April" -0.07595735
"209" 1898 "May" -0.5150425
"210" 1898 "June" 0.2344612
"211" 1898 "Jul" -0.529634
"212" 1898 "Aug" 0.540981
"213" 1898 "Sept" 0.4499285
"214" 1898 "Oct" 0.1364716
"215" 1898 "Nov" 0.482727
"216" 1898 "Dec" 0.2688634
"217" 1899 "Jan" -0.01554413
"218" 1899 "Feb" -0.9527595
"219" 1899 "Mar" -0.5374635
"220" 1899 "April" -0.284943
"221" 1899 "May" -0.813743
"222" 1899 "June" -1.279372
"223" 1899 "Jul" -0.012789
"224" 1899 "Aug" 0.603981
"225" 1899 "Sept" 0.6723745
"226" 1899 "Oct" -0.00928851
"227" 1899 "Nov" 0.732606
"228" 1899 "Dec" 0.425838
"229" 1900 "Jan" 0.8428105
"230" 1900 "Feb" 0.4515455
"231" 1900 "Mar" 1.105517
"232" 1900 "April" 2.04967
"233" 1900 "May" 1.53055
"234" 1900 "June" 1.218143
"235" 1900 "Jul" 0.9880151
"236" 1900 "Aug" 1.398978
"237" 1900 "Sept" -0.390313
"238" 1900 "Oct" 0.3175967
"239" 1900 "Nov" 0.8005795
"240" 1900 "Dec" 0.940723
"241" 1901 "Jan" 1.23257
"242" 1901 "Feb" 0.7191834
"243" 1901 "Mar" -0.4599175
"244" 1901 "April" -0.4638095
"245" 1901 "May" -1.304475
"246" 1901 "June" -1.324764
"247" 1901 "Jul" -1.534879
"248" 1901 "Aug" -0.699853
"249" 1901 "Sept" -0.1503596
"250" 1901 "Oct" 0.1255775
"251" 1901 "Nov" -0.01284206
"252" 1901 "Dec" 0.2939559
"253" 1902 "Jan" 1.309336
"254" 1902 "Feb" 0.462336
"255" 1902 "Mar" 0.2377228
"256" 1902 "April" 0.2807469
"257" 1902 "May" 1.118642
"258" 1902 "June" 2.263803
"259" 1902 "Jul" 2.80609
"260" 1902 "Aug" 1.752849
"261" 1902 "Sept" 0.96453
"262" 1902 "Oct" 1.187662
"263" 1902 "Nov" 0.578606
"264" 1902 "Dec" 0.2969589
"265" 1903 "Jan" 0.089509
"266" 1903 "Feb" 0.482482
"267" 1903 "Mar" 0.1837766
"268" 1903 "April" -0.7953925
"269" 1903 "May" -0.2281237
"270" 1903 "June" -0.09073925
"271" 1903 "Jul" 1.356835
"272" 1903 "Aug" 1.074563
"273" 1903 "Sept" 0.663831
"274" 1903 "Oct" 0.513184
"275" 1903 "Nov" -0.2420243
"276" 1903 "Dec" -0.08551795
"277" 1904 "Jan" 0.684978
"278" 1904 "Feb" 0.08827665
"279" 1904 "Mar" 0.665161
"280" 1904 "April" 0.2492973
"281" 1904 "May" 0.591122
"282" 1904 "June" 0.09196986
"283" 1904 "Jul" 0.096068
"284" 1904 "Aug" 1.840783
"285" 1904 "Sept" 2.323072
"286" 1904 "Oct" 2.096759
"287" 1904 "Nov" 2.265011
"288" 1904 "Dec" 3.509555
"289" 1905 "Jan" 3.125133
"290" 1905 "Feb" 1.332551
"291" 1905 "Mar" 0.714917
"292" 1905 "April" 1.99872
"293" 1905 "May" 1.592
"294" 1905 "June" 1.729535
"295" 1905 "Jul" 2.383399
"296" 1905 "Aug" 2.19639
"297" 1905 "Sept" 1.973685
"298" 1905 "Oct" -0.3497347
"299" 1905 "Nov" 0.9448915
"300" 1905 "Dec" -0.8737995
"301" 1906 "Jan" 1.440534
"302" 1906 "Feb" 1.374975
"303" 1906 "Mar" 0.6796475
"304" 1906 "April" 0.7475335
"305" 1906 "May" 1.678565
"306" 1906 "June" 0.775593
"307" 1906 "Jul" 1.435472
"308" 1906 "Aug" 0.9577016
"309" 1906 "Sept" 0.09514085
"310" 1906 "Oct" 1.138893
"311" 1906 "Nov" 0.5994869
"312" 1906 "Dec" -0.528661
"313" 1907 "Jan" -0.8628025
"314" 1907 "Feb" -0.706048
"315" 1907 "Mar" -2.123048
"316" 1907 "April" -1.584247
"317" 1907 "May" 0.416787
"318" 1907 "June" 0.9149175
"319" 1907 "Jul" 0.8302805
"320" 1907 "Aug" 0.02492861
"321" 1907 "Sept" 1.283877
"322" 1907 "Oct" 2.098887
"323" 1907 "Nov" 1.633947
"324" 1907 "Dec" 1.715025
"325" 1908 "Jan" 1.554602
"326" 1908 "Feb" 1.29031
"327" 1908 "Mar" 0.2538238
"328" 1908 "April" -0.0474502
"329" 1908 "May" 0.1854202
"330" 1908 "June" 0.407827
"331" 1908 "Jul" 0.427777
"332" 1908 "Aug" -0.1724856
"333" 1908 "Sept" 0.862659
"334" 1908 "Oct" 1.06359
"335" 1908 "Nov" 1.539114
"336" 1908 "Dec" 0.880201
"337" 1909 "Jan" 0.1138837
"338" 1909 "Feb" 0.622223
"339" 1909 "Mar" 0.726705
"340" 1909 "April" 0.0650069
"341" 1909 "May" -0.463442
"342" 1909 "June" -0.6939275
"343" 1909 "Jul" -1.280272
"344" 1909 "Aug" -2.168338
"345" 1909 "Sept" -2.024652
"346" 1909 "Oct" -1.272002
"347" 1909 "Nov" -1.407147
"348" 1909 "Dec" -2.560152
"349" 1910 "Jan" -1.810046
"350" 1910 "Feb" -1.416324
"351" 1910 "Mar" -1.125666
"352" 1910 "April" -2.147124
"353" 1910 "May" -2.415329
"354" 1910 "June" -0.4257715
"355" 1910 "Jul" -0.00585809
"356" 1910 "Aug" -0.354557
"357" 1910 "Sept" 0.9446815
"358" 1910 "Oct" -1.10858
"359" 1910 "Nov" -0.72849
"360" 1910 "Dec" -0.07178745
"361" 1911 "Jan" -0.653555
"362" 1911 "Feb" -1.275537
"363" 1911 "Mar" -1.453732
"364" 1911 "April" -0.630504
"365" 1911 "May" -0.67298
"366" 1911 "June" -1.354139
"367" 1911 "Jul" -0.1986842
"368" 1911 "Aug" 0.3310941
"369" 1911 "Sept" 0.1322034
"370" 1911 "Oct" 0.1230117
"371" 1911 "Nov" -0.2741578
"372" 1911 "Dec" -0.9040046
"373" 1912 "Jan" -0.3066781
"374" 1912 "Feb" 0.2945575
"375" 1912 "Mar" -0.1951624
"376" 1912 "April" -0.2860658
"377" 1912 "May" 0.1260311
"378" 1912 "June" 0.509985
"379" 1912 "Jul" 0.1861576
"380" 1912 "Aug" 0.1949349
"381" 1912 "Sept" 1.072929
"382" 1912 "Oct" 0.4861465
"383" 1912 "Nov" 0.02766876
"384" 1912 "Dec" -0.2150512
"385" 1913 "Jan" -0.429709
"386" 1913 "Feb" 0.1194921
"387" 1913 "Mar" -0.2606503
"388" 1913 "April" -0.6232135
"389" 1913 "May" 0.0873691
"390" 1913 "June" 0.168693
"391" 1913 "Jul" 0.884303
"392" 1913 "Aug" 1.336209
"393" 1913 "Sept" 0.9362429
"394" 1913 "Oct" 0.5832435
"395" 1913 "Nov" 0.680715
"396" 1913 "Dec" 0.3220886
"397" 1914 "Jan" 0.09045155
"398" 1914 "Feb" 0.2200506
"399" 1914 "Mar" 0.5006995
