"ENSO" "Month" "Year"
"1712" 0.751425 "Aug" "2012"
"1713" 0.496775 "Sept" "2012"
"1714" 0.273977 "Oct" "2012"
"1715" 0.39045 "Nov" "2012"
"1716" -0.12212 "Dec" "2012"
"1717" -0.376833 "Jan" "2013"
"1718" -0.393089 "Feb" "2013"
"1719" -0.0807018 "Mar" "2013"
"1720" -0.00179863 "April" "2013"
"1721" -0.196051 "May" "2013"
"1722" -0.246048 "June" "2013"
"1723" -0.173584 "Jul" "2013"
"1724" -0.214624 "Aug" "2013"
"1725" -0.0421257 "Sept" "2013"
"1726" -0.196274 "Oct" "2013"
"1727" 0.041729 "Nov" "2013"
"1728" -0.0710888 "Dec" "2013"
"1729" -0.370733 "Jan" "2014"
"1730" -0.43811 "Feb" "2014"
"1731" -0.0190029 "Mar" "2014"
"1732" 0.35173 "April" "2014"
"1733" 0.535219 "May" "2014"
"1734" 0.570953 "June" "2014"
"1735" 0.245647 "Jul" "2014"
"1736" 0.218105 "Aug" "2014"
"1737" 0.423216 "Sept" "2014"
"1738" 0.531977 "Oct" "2014"
"1739" 0.954588 "Nov" "2014"
"1740" 0.792921 "Dec" "2014"
"1741" 0.636358 "Jan" "2015"
"1742" 0.587009 "Feb" "2015"
"1743" 0.521639 "Mar" "2015"
"1744" 0.971552 "April" "2015"
"1745" 1.11737 "May" "2015"
"1746" 1.36958 "June" "2015"
"1747" 1.67817 "Jul" "2015"
"1748" 1.96095 "Aug" "2015"
"1749" 2.0741 "Sept" "2015"
"1750" 2.27425 "Oct" "2015"
"1751" 2.64735 "Nov" "2015"
"1752" 2.58937 "Dec" "2015"
"1753" 2.6327 "Jan" "2016"
"1754" 2.13335 "Feb" "2016"
"1755" 1.65564 "Mar" "2016"
"1756" 1.12254 "April" "2016"
"1757" 0.53018 "May" "2016"
"1758" 0.147013 "June" "2016"
"1759" -0.142773 "Jul" "2016"
"1760" -0.402025 "Aug" "2016"
"1761" -0.406155 "Sept" "2016"
"1762" -0.700743 "Oct" "2016"
"1763" -0.572981 "Nov" "2016"
"1764" -0.502899 "Dec" "2016"
"1765" -0.284872 "Jan" "2017"
"1766" 0.00939941 "Feb" "2017"
"1767" -0.0375614 "Mar" "2017"
"1768" 0.294491 "April" "2017"
"1769" 0.384809 "May" "2017"
"1770" 0.306223 "June" "2017"
"1771" 0.328907 "Jul" "2017"
"1772" -0.111355 "Aug" "2017"
"1773" -0.509556 "Sept" "2017"
"1774" -0.482584 "Oct" "2017"
"1775" -0.789961 "Nov" "2017"
"1776" -0.8426 "Dec" "2017"
"1777" -0.820822 "Jan" "2018"
"1778" -0.72949 "Feb" "2018"
"1779" -0.685112 "Mar" "2018"
"1780" -0.290838 "April" "2018"
"1781" -0.040081 "May" "2018"
"1782" 0.207802 "June" "2018"
"1783" 0.380487 "Jul" "2018"
"1784" 0.125416 "Aug" "2018"
"1785" 0.351706 "Sept" "2018"
"1786" 0.886436 "Oct" "2018"
"1787" 1.06139 "Nov" "2018"
"1788" 0.985651 "Dec" "2018"
"1789" 0.563257 "Jan" "2019"
"1790" 0.631889 "Feb" "2019"
"1791" 0.858118 "Mar" "2019"
"1792" 0.741642 "April" "2019"
"1793" 0.695429 "May" "2019"
"1794" 0.742462 "June" "2019"
"1795" 0.519627 "Jul" "2019"
"1796" 0.271315 "Aug" "2019"
"1797" 0.154995 "Sept" "2019"
"1798" 0.595417 "Oct" "2019"
